Universidad,Facultad,Carrera,Link Carrera
UNLP,,Datos estadísticos,https://unlp.edu.ar/transparencia/la-unlp-en-numeros/estadisticas-de-grado/
UNLP,,Obras y Planeamiento,https://unlp.edu.ar/obras-y-planeamiento/
UNLP,,Seguridad e Higiene,https://unlp.edu.ar/seguridad_higiene/
UNLP,,Licitaciones de Obras,https://unlp.edu.ar/gestion/obras/licitacionesobras/licitaciones-de-obras-11980-16980/
UNLP,,Administración,/gestion/#administracion
UNLP,,Firma Digital,https://unlp.edu.ar/firmadigital/
UNLP,,Planificación y Gestión,https://unlp.edu.ar/planificacionygestion/
UNLP,,Personal,https://unlp.edu.ar/personal/
UNLP,,Bienestar,https://unlp.edu.ar/estudiantes/
UNLP,,Estudiantes,https://unlp.edu.ar/estudiantes/
UNLP,,Vení a la UNLP,https://unlp.edu.ar/veni-a-la-unlp/
UNLP,,Deportes,https://www.deportes.unlp.edu.ar/
UNLP,,Comunicación,https://unlp.edu.ar/comunicacion/
UNLP,,Mundo Nuevo,https://www.mundonuevo.unlp.edu.ar/
UNLP,,Transparencia Activa,https://unlp.edu.ar/transparencia/transparencia-activa/mision-y-servicios-a-la-ciudadania/
UNLP,,Transparencia Proactiva,https://unlp.edu.ar/transparencia/transparencia-proactiva/informes-de-gestion-plan-estrategico-informe-de-avance/
UNLP,,Datos estadísticos,https://unlp.edu.ar/transparencia/la-unlp-en-numeros/estadisticas-de-grado/
UNLP,,Seguridad e Higiene,https://unlp.edu.ar/seguridad_higiene/
UNLP,,Licitaciones de Obras,https://unlp.edu.ar/gestion/obras/licitacionesobras/licitaciones-de-obras-11980-16980/
UNLP,,Firma Digital,https://unlp.edu.ar/firmadigital/
UNLP,,Planificación y Gestión,https://unlp.edu.ar/planificacionygestion/
UNLP,,Personal,https://unlp.edu.ar/personal/
UNLP,,Estudiantes,https://unlp.edu.ar/estudiantes/
UNLP,,Vení a la UNLP,https://unlp.edu.ar/veni-a-la-unlp/
UNLP,,Deportes,https://www.deportes.unlp.edu.ar/
UNLP,,,https://www.facebook.com/sharer.php?u=https%3A%2F%2Funlp.edu.ar%2Fensenanza%2Fcarreras_de_grado%2Fcarreras-de-grado-unlp-10909-15909%2F
UNLP,,,http://x.com/share?url=https%3A%2F%2Funlp.edu.ar%2Fensenanza%2Fcarreras_de_grado%2Fcarreras-de-grado-unlp-10909-15909%2F&text=Carreras%20de%20Grado%20UNLP&hashtags=Carreras%20de%20Grado
UNLP,,,mailto:?subject=Carreras%20de%20Grado%20UNLP&body=https%3A%2F%2Funlp.edu.ar%2Fensenanza%2Fcarreras_de_grado%2Fcarreras-de-grado-unlp-10909-15909%2F
UNLP,,,https://wa.me/?text=https%3A%2F%2Funlp.edu.ar%2Fensenanza%2Fcarreras_de_grado%2Fcarreras-de-grado-unlp-10909-15909%2F
UNLP,,,https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Funlp.edu.ar%2Fensenanza%2Fcarreras_de_grado%2Fcarreras-de-grado-unlp-10909-15909%2F&title=Carreras+de+Grado+UNLP&source=UNLP
UNLP,,Arquitectura,https://www.fau.unlp.edu.ar/grado/plan-vi/
UNLP,,Licenciatura en Diseño en Comunicación Visual,https://fba.unlp.edu.ar/diseno-en-comunicacion-visual/
UNLP,,Profesorado en Diseño en Comunicación Visual,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Lic-y-Prof-DCV-2023.pdf
UNLP,,Licenciatura en Diseño Multimedial,https://fba.unlp.edu.ar/wp-content/uploads//2024/02/PLAN-DE-ESTUDIOS_Licenciatura-2024.pdf
UNLP,,Profesorado en Diseño Multimedial,https://fba.unlp.edu.ar/wp-content/uploads//2024/02/PLAN-DE-ESTUDIOS_Profesorado-2024.pdf
UNLP,,Diseño Industrial,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Nuevo-grilla-plan-estudio-diseno-industrial-2023.jpg
UNLP,,Profesorado en Diseño Industrial,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Nuevo-grilla-plan-estudio-prof-diseno-industrial-2023.jpg
UNLP,,Licenciatura en Música or. Composición,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Prof-y-Lic-Composicion.pdf
UNLP,,Licenciatura en Música or. Dirección Coral,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Prof-y-Lic-Dir.-Coral.pdf
UNLP,,Licenciatura en Música or. Dirección Orquestal,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Prof.-y-Lic.-Direccion-Orquestal.pdf
UNLP,,Licenciatura en Música or. Educación Musical,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Prof-y-Lic-Educacion-Musical.pdf
UNLP,,Licenciatura en Música or. Guitarra,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Prof-y-Lic-Guitarra.pdf
UNLP,,Licenciatura en Música or. Música Popular,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Prof-y-Lic-Musica-Popular.pdf
UNLP,,Licenciatura en Música or. Piano,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Prof-y-Lic-Piano.pdf
UNLP,,Profesorado en Música or. Composición,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Prof-y-Lic-Composicion.pdf
UNLP,,Profesorado en Música or. Dirección Coral,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Prof-y-Lic-Dir.-Coral.pdf
UNLP,,Profesorado en Música or. Dirección Orquestal,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Prof.-y-Lic.-Direccion-Orquestal.pdf
UNLP,,Profesorado en Música or. Educación Musical,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Prof-y-Lic-Educacion-Musical.pdf
UNLP,,Profesorado en Música or. Guitarra,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Prof-y-Lic-Guitarra.pdf
UNLP,,Profesorado en Música or. Música Popular,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Prof-y-Lic-Musica-Popular.pdf
UNLP,,Profesorado en Música or. Piano,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/Prof-y-Lic-Piano.pdf
UNLP,,Licenciatura en Artes Plásticas or. Cerámica,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-y-Lic-AV-2023.pdf
UNLP,,Licenciatura en Artes Plásticas or. Dibujo,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-y-Lic-AV-2023.pdf
UNLP,,Licenciatura en Artes Plásticas or. Escenografía,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-y-Lic-AV-2023.pdf
UNLP,,Licenciatura en Artes Plásticas or. Escultura,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-y-Lic-AV-2023.pdf
UNLP,,Licenciatura en Artes Plásticas or. Grabado,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-y-Lic-AV-2023.pdf
UNLP,,Licenciatura en Artes Plásticas or. Muralismo,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-y-Lic-AV-2023.pdf
UNLP,,Licenciatura en Artes Plásticas or. Pintura,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-y-Lic-AV-2023.pdf
UNLP,,Profesorado en Artes Plásticas or. Cerámica,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-y-Lic-AV-2023.pdf
UNLP,,Profesorado en Artes Plásticas or. Dibujo,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-y-Lic-AV-2023.pdf
UNLP,,Profesorado en Artes Plásticas or. Escenografía,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-y-Lic-AV-2023.pdf
UNLP,,Profesorado en Artes Plásticas or. Escultura,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-y-Lic-AV-2023.pdf
UNLP,,Profesorado en Artes Plásticas or. Grabado,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-y-Lic-AV-2023.pdf
UNLP,,Profesorado en Artes Plásticas or. Muralismo,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-y-Lic-AV-2023.pdf
UNLP,,Profesorado en Artes Plásticas or. Pintura,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-y-Lic-AV-2023.pdf
UNLP,,Licenciatura en Artes Audiovisuales or. Dirección de Fotografía,https://fba.unlp.edu.ar/wp-content/uploads//2023/12/PLAN-DE-ESTUDIOS_Dir-foto-AA-2023.pdf
UNLP,,Licenciatura en Artes Audiovisuales or. Guión,https://fba.unlp.edu.ar/wp-content/uploads//2023/12/PLAN-DE-ESTUDIOS_Guion-AA-2023.pdf
UNLP,,Licenciatura en Artes Audiovisuales or. Realización,https://fba.unlp.edu.ar/wp-content/uploads//2023/12/PLAN-DE-ESTUDIOS_Realizacion-AA-2023.pdf
UNLP,,Licenciatura en Artes Audiovisuales or. Teoría y Crítica,https://fba.unlp.edu.ar/wp-content/uploads//2023/12/PLAN-DE-ESTUDIOS_Teoria-y-critica-AA-2023.pdf
UNLP,,Profesorado en Artes Audiovisuales,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Lic-ESHOC-2023.pdf
UNLP,,"Licenciatura en Historia de las Artes, Orientación Artes Visuales",https://fba.unlp.edu.ar/?page_id=209
UNLP,,Profesorado en Historia de las Artes con orientación en Artes Visuales,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Prof-ESHOC-2023.pdf
UNLP,,Tecnicatura Universitaria en Sonido y Grabación,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_Tec-SONIDO-2023.pdf
UNLP,,Tecnicatura en Música Popular,https://www.espaciomemoria.ar/tecnicaturas/
UNLP,,Tecnicatura Universitaria en Fotografía,https://fba.unlp.edu.ar/wp-content/uploads//2023/11/PLAN-DE-ESTUDIOS_tec-FOTO-AV-2023.pdf
UNLP,,Ingeniería Agronómica,https://www.agro.unlp.edu.ar/ensenanza/carreras/ingenieria-agronomica/
UNLP,,Ingeniería Forestal,https://www.agro.unlp.edu.ar/ensenanza/carreras/ingenieria-forestal/
UNLP,,Tecnicatura Universitaria en Agroecología,https://www.agro.unlp.edu.ar/ensenanza/carreras/tecnicatura-universitaria-en-agroecologia/
UNLP,,Tecnicatura Universitaria en Cultivos Protegidos y Ambientes Controlados,https://www.agro.unlp.edu.ar/ensenanza/carreras/tecnicatura-universitaria-en-cultivos-protegidos-y-ambientes-controlados/
UNLP,,Geofísica,https://www.fcaglp.unlp.edu.ar/index.php/carreras-grado/geofisica/
UNLP,,Licenciatura en Astronomía,https://www.fcaglp.unlp.edu.ar/index.php/carreras-grado/astronomia/
UNLP,,Licenciatura en Meteorología y Ciencias de la Atmósfera,https://www.fcaglp.unlp.edu.ar/index.php/carreras-grado/meteorologia/
UNLP,,Contador Público,https://www.econo.unlp.edu.ar/contador_publico
UNLP,,Licenciatura en Administración,https://www.econo.unlp.edu.ar/licenciatura_en_administracion
UNLP,,Licenciatura en Economía,https://www.econo.unlp.edu.ar/licenciatura_en_economia
UNLP,,Licenciatura en Turismo,https://www.econo.unlp.edu.ar/licenciatura_en_turismo
UNLP,,Ciencia de Datos en Organizaciones,https://www.econo.unlp.edu.ar/cdo
UNLP,,Técnicatura en Cooperativas,https://www.econo.unlp.edu.ar/tecnicatura_en_cooperativismo
UNLP,,Licenciatura en Bioquímica,https://www.exactas.unlp.edu.ar/licenciatura_en_bioquimica
UNLP,,Farmacia,https://www.exactas.unlp.edu.ar/farmacia
UNLP,,Licenciatura en Biotecnología y Biología Molecular,https://www.exactas.unlp.edu.ar/licenciatura_en_biotecnologia_y_biologia_molecular
UNLP,,Licenciatura en Ciencia y Tecnología de Alimentos,https://www.exactas.unlp.edu.ar/alimentos
UNLP,,Licenciatura en Física,https://www.exactas.unlp.edu.ar/licenciatura_en_fisica
UNLP,,Licenciatura en Física Médica,https://www.exactas.unlp.edu.ar/licenciatura_en_fisica_medica
UNLP,,Licenciatura en Matemática,https://www.exactas.unlp.edu.ar/licenciatura_en_matematicas
UNLP,,Licenciatura en Óptica Ocular y Optometría,https://www.exactas.unlp.edu.ar/licenciatura_en_optica_ocular_y_optometria
UNLP,,Licenciatura en Química,https://www.exactas.unlp.edu.ar/licenciatura_en_quimica
UNLP,,Licenciatura en Química y Tecnología Ambiental,https://www.exactas.unlp.edu.ar/licenciatura_en_quimica_y_tecnologia_ambiental
UNLP,,Tecnicatura Universitaria en Alimentos,https://www.exactas.unlp.edu.ar/tecnicatura_universitaria_en_alimentos
UNLP,,Tecnicatura Universitaria en Química,https://www.exactas.unlp.edu.ar/tecnicatura_universitaria_en_quimica
UNLP,,Abogacía,https://www.jursoc.unlp.edu.ar/documentos/alumnos/notas_modelo/plan6.pdf
UNLP,,Escribanía,https://www.jursoc.unlp.edu.ar/documentos/institucional/carreras/plan6ESCRIBANO.pdf
UNLP,,Tecnicatura en Gestión de Recursos para Instituciones Universitarias,https://www.jursoc.unlp.edu.ar/documentos/institucional/carreras/plan_tecnicatura.pdf
UNLP,,Enfermería Universitaria,https://www.med.unlp.edu.ar/index.php?Itemid=158
UNLP,,Licenciatura en Nutrición,https://www.med.unlp.edu.ar/index.php?Itemid=159
UNLP,,Licenciatura en Obstetricia,https://www.med.unlp.edu.ar/index.php?Itemid=160
UNLP,,Medicina,https://www.med.unlp.edu.ar/index.php?Itemid=161
UNLP,,Tecnicatura en Prácticas Cardiológicas,https://www.med.unlp.edu.ar/index.php?Itemid=162
UNLP,,Licenciatura en Antropología,https://www.fcnym.unlp.edu.ar/grado/carreras/licenciatura-en-antropologia/
UNLP,,Licenciatura en Biología Or. Botánica,https://www.fcnym.unlp.edu.ar/grado/carreras/licenciatura-en-biologia-orientacion-botanica/
UNLP,,Licenciatura en Biología Or. Ecología,https://www.fcnym.unlp.edu.ar/grado/carreras/licenciatura-en-biologia-orientacion-ecologia/
UNLP,,Licenciatura en Biología Or. Paleontología,https://www.fcnym.unlp.edu.ar/grado/carreras/licenciatura-en-biologia-orientacion-paleontologia/
UNLP,,Licenciatura en Biología Or. Zoología,https://www.fcnym.unlp.edu.ar/grado/carreras/licenciatura-en-biologia-orientacion-zoologia/
UNLP,,Licenciatura en Geología,https://www.fcnym.unlp.edu.ar/grado/carreras/licenciatura-en-geologia/
UNLP,,Licenciatura en Geoquímica,https://www.fcnym.unlp.edu.ar/grado/carreras/licenciatura-en-geoquimica/
UNLP,,Medicina Veterinaria,https://www.fcv.unlp.edu.ar/index.php/carrera-de-medicina-veterinaria/
UNLP,,Microbiología,https://www.fcv.unlp.edu.ar/index.php/carrera-de-microbiologia/
UNLP,,Tecnicatura Superior Universitaria en Producción Agropecuaria (sede Dolores),https://inchausti.unlp.edu.ar/wp-content/uploads/2020/02/tecnicatura-produccion-agropecuaria-plan-estudios.pdf
UNLP,,Licenciatura en Bibliotecología y Ciencia de la Información,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/bibliotecologia/carreras/licenciatura-en-bibliotecologia-y-ciencia-de-la-informacion
UNLP,,Profesorado de Bibliotecología y Ciencia de la Información,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/bibliotecologia/carreras/profesorado-en-bibliotecologia-y-ciencia-de-la-informacion
UNLP,,Licenciatura en Cs. de la Educación,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/ciencias-de-la-educacion/carreras/licenciatura-en-ciencias-de-la-educacion
UNLP,,Profesorado en Cs. de la Educación,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/ciencias-de-la-educacion/carreras/profesorado-en-ciencias-de-la-educacion
UNLP,,Licenciatura en Educación Física,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/educacion-fisica/carreras/licenciatura-en-educacion-fisica
UNLP,,Profesorado en Educación Física,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/educacion-fisica/carreras/profesorado-en-educacion-fisica
UNLP,,Licenciatura en Filosofía,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/filosofia/carreras/licenciatura-en-filosofia
UNLP,,Profesorado en Filosofía,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/filosofia/carreras/profesorado-en-filosofia
UNLP,,Licenciatura en Francés Orientación Lingüística,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/lenguas-y-literaturas-modernas/carreras/licenciatura-en-frances-orientacion-linguistica
UNLP,,Licenciatura en Francés Orientación Literaria,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/lenguas-y-literaturas-modernas/carreras/licenciatura-en-frances-orientacion-literaria
UNLP,,Licenciatura en Geografía,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/geografia/carreras/licenciatura-en-geografia
UNLP,,Profesorado en Geografía,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/geografia/carreras/profesorado-en-geografia
UNLP,,Licenciatura en Historia,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/historia/carreras/licenciatura-en-historia
UNLP,,Profesorado en Historia,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/historia/carreras/profesorado-en-historia
UNLP,,Licenciatura en Inglés Orientación Lingüística,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/lenguas-y-literaturas-modernas/carreras/licenciatura-en-ingles-orientacion-linguistica
UNLP,,Licenciatura en Inglés Orientación Literaria,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/lenguas-y-literaturas-modernas/carreras/licenciatura-en-ingles-orientacion-literaria
UNLP,,Licenciatura en Letras,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/letras/carreras/licenciatura-en-letras
UNLP,,Licenciatura en Sociología,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/sociologia/carreras/licenciatura-en-sociologia
UNLP,,Profesorado en Sociología,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/sociologia/carreras/profesorado-en-sociologia
UNLP,,Profesorado en Lengua y Literatura Francesas,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/lenguas-y-literaturas-modernas/carreras/profesorado-en-lengua-y-literatura-francesas
UNLP,,Profesorado de Ciencias Biológicas,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/ciencias-exactas-y-naturales/carreras/profesorado-de-ciencias-biologicas
UNLP,,Profesorado de Física,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/ciencias-exactas-y-naturales/carreras/profesorado-de-fisica
UNLP,,Profesorado en Lengua y Literatura inglesas,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/lenguas-y-literaturas-modernas/carreras/profesorado-en-lengua-y-literatura-inglesas
UNLP,,Profesorado en Letras,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/letras/carreras/profesorado-en-letras
UNLP,,Profesorado de Matemática,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/ciencias-exactas-y-naturales/carreras/profesorado-de-matematica
UNLP,,Profesorado en portugués,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/lenguas-y-literaturas-modernas/carreras/profesorado-en-portugues
UNLP,,Profesorado de Química,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/ciencias-exactas-y-naturales/carreras/profesorado-de-quimica
UNLP,,Traductorado Público Nacional en Lengua Francesa,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/lenguas-y-literaturas-modernas/carreras/traductorado-publico-nacional-en-lengua-francesa
UNLP,,Traductorado Público Nacional en Lengua Inglesa,https://www.fahce.unlp.edu.ar/facultad/secretarias-y-prosecretarias/academica/deptos/lenguas-y-literaturas-modernas/carreras/traductorado-publico-nacional-en-lengua-inglesa
UNLP,,Licenciatura en Informática,https://www.info.unlp.edu.ar/carreras-de-grado-lic-en-informatica/
UNLP,,Licenciatura en Sistemas,https://www.info.unlp.edu.ar/licenciatura-en-sistemas/
UNLP,,Ingeniería en Computación,https://ic.info.unlp.edu.ar/alcances-del-titulo-y-competencias-profesionales-de-ingenieria-en-computacion/
UNLP,,Ciencia de Datos en Organizaciones,https://cdo.info.unlp.edu.ar/ciencia-de-datos-en-organizaciones/
UNLP,,Analista Programador Universitario,https://www.info.unlp.edu.ar/analista-programador-universitario/
UNLP,,Analista en Tecnologías de la Información y la Comunicación,https://www.info.unlp.edu.ar/analista-en-tic/
UNLP,,Ingeniería Aeroespacial,https://ing.unlp.edu.ar/grado/carreras/ingenieria-aeroespacial/
UNLP,,Ingeniería en Agrimensura,https://ing.unlp.edu.ar/grado/carreras/ingenieria-agrimensura/
UNLP,,Ingeniería Civil,https://ing.unlp.edu.ar/grado/carreras/ingenieria-civil/
UNLP,,Ingeniería Electrónica,https://www.ing.unlp.edu.ar/ingenieria_electronica
UNLP,,Ingeniería en Computación,https://ing.unlp.edu.ar/grado/carreras/ingenieria-computacion/
UNLP,,Ingeniería Electromecánica,https://ing.unlp.edu.ar/grado/carreras/ingenieria-electromecanica/
UNLP,,Ingeniería Hidráulica,https://ing.unlp.edu.ar/grado/carreras/ingenieria-hidraulica/
UNLP,,Ingeniería en Materiales,https://ing.unlp.edu.ar/grado/carreras/ingenieria-materiales/
UNLP,,Ingeniería Mecánica,https://ing.unlp.edu.ar/grado/carreras/ingenieria-mecanica/
UNLP,,Ingeniería en Telecomunicaciones,https://ing.unlp.edu.ar/grado/carreras/ingenieria-telecomunicaciones/
UNLP,,Ingeniería en Energía Eléctrica,https://ing.unlp.edu.ar/grado/carreras/ingenieria-energia_electrica/
UNLP,,Ingeniería Industrial,https://ing.unlp.edu.ar/grado/carreras/ingenieria-industrial/
UNLP,,Ingeniería Química,https://ing.unlp.edu.ar/grado/carreras/ingenieria-quimica/
UNLP,,Odontología,https://www.folp.unlp.edu.ar/plandeestudios
UNLP,,Tecnicatura Universitaria en Prótesis de Laboratorio Odontológico,https://www.folp.unlp.edu.ar/protesisdelaboratorio/carrera-tecnicatura-universitaria-en-protesis-de-laboratorio-odontologico-10212
UNLP,,Tecnicatura Universitaria en Asistencia Odontológica,https://www.folp.unlp.edu.ar/asistenciaodontologica/carrera-tecnicatura-universitaria-en-asistencia-odontologica-10211
UNLP,,Profesorado en Comunicación Social,https://perio.unlp.edu.ar/wp-content/uploads/2019/03/Plan-Profesorado-en-Comunicaci%C3%B3n-Social-Plan-2017.pdf
UNLP,,Licenciatura en Comunicación Social con Orientación Planificación y Gestión de la Comunicación en Organizaciones,https://perio.unlp.edu.ar/academica/carreras/licenciatura/
UNLP,,"Licenciatura en Comunicación Social con Orientación Periodismo, Producción de contenidos y Gestión de Medios",https://perio.unlp.edu.ar/academica/carreras/licenciatura/
UNLP,,Tecnicatura Superior Universitaria en Periodismo Deportivo,https://perio.unlp.edu.ar/wp-content/uploads/2019/03/Plan-Profesorado-en-Comunicaci%C3%B3n-Social-Plan-2017.pdf
UNLP,,Tecnicatura Universitaria en Comunicación Popular,https://perio.unlp.edu.ar/academica/carreras/comunicacion-popular/
UNLP,,Tecnicatura Superior Universitaria en Comunicación Digital,https://perio.unlp.edu.ar/academica/carreras/comunicacion-digital/
UNLP,,Tecnicatura Superior Universitaria en Comunicación Pública y Política,https://perio.unlp.edu.ar/academica/carreras/comunicacion-publica-y-politica/
UNLP,,Licenciatura en Psicología,https://www.psico.unlp.edu.ar/licenciatura
UNLP,,Profesorado en Psicología,https://www.psico.unlp.edu.ar/profesorado
UNLP,,Tecnicatura Universitaria en Acompañamiento Terapéutico,https://www.psico.unlp.edu.ar/tecnicatura
UNLP,,Licenciatura en Trabajo Social,https://www.trabajosocial.unlp.edu.ar/plan_de_estudios_2015
UNLP,,Profesorado en Trabajo Social,https://www.trabajosocial.unlp.edu.ar/plan_de_estudios_del_profesorado
UNLP,,Tecnicatura en Gestión Comunitaria del Riesgo,https://www.trabajosocial.unlp.edu.ar/uploads/docs/plan_de_estudio_de_tecnicatura_en_gestion_comunitaria_del_riesgo_fts_unlp_2022.pdf
UNLP,,Licenciatura en Fonoaudiología,https://www.trabajosocial.unlp.edu.ar/uploads/docs/plan_de_estudio_lic_en_fono___correccion_abril_de_2022.pdf
